File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF586CPE	tsv	tsv		gene quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF663DRL/	11020323	ENCODE Processing Pipeline	a571089c33cd65a381275fb61325c78d		https://www.encodeproject.org/files/ENCFF586CPE/@@download/ENCFF586CPE.tsv	V29			released	s3://encode-public/2021/07/21/782e22fc-744e-4e17-9561-f1bebb64b6cf/ENCFF586CPE.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/782e22fc-744e-4e17-9561-f1bebb64b6cf/ENCFF586CPE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF765ULK	tsv	tsv		gene quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF113NRB/, /files/ENCFF285DRD/	11026178	ENCODE Processing Pipeline	40e0fc2ed9411baff1f91b770d2a084a		https://www.encodeproject.org/files/ENCFF765ULK/@@download/ENCFF765ULK.tsv	V29			released	s3://encode-public/2021/07/21/b081c77f-6eaf-44ec-a606-067573073f20/ENCFF765ULK.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/b081c77f-6eaf-44ec-a606-067573073f20/ENCFF765ULK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF938LAD	tsv	tsv		transcript quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF113NRB/, /files/ENCFF285DRD/	31361169	ENCODE Processing Pipeline	69d9977b07f379b3a911a84a2276382c		https://www.encodeproject.org/files/ENCFF938LAD/@@download/ENCFF938LAD.tsv	V29			released	s3://encode-public/2021/07/21/db19f512-7875-4c85-980a-86905dfbc445/ENCFF938LAD.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/db19f512-7875-4c85-980a-86905dfbc445/ENCFF938LAD.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF990YAS	tsv	tsv		transcript quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF471EAM/, /files/ENCFF347RNQ/	28706350	ENCODE Processing Pipeline	af0fbc941cf799b59643a035e7d05abb		https://www.encodeproject.org/files/ENCFF990YAS/@@download/ENCFF990YAS.tsv	V29			released	s3://encode-public/2021/07/21/172bdc59-d272-4e1a-b035-3cb2657c02eb/ENCFF990YAS.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/172bdc59-d272-4e1a-b035-3cb2657c02eb/ENCFF990YAS.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF638WZY	tsv	tsv		transcript quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF690PCA/	28723466	ENCODE Processing Pipeline	f949a4c5c5854d456712d9ec871c9631		https://www.encodeproject.org/files/ENCFF638WZY/@@download/ENCFF638WZY.tsv	V29			released	s3://encode-public/2021/07/21/03b3fad9-72d9-4796-beb8-547c81475f92/ENCFF638WZY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/03b3fad9-72d9-4796-beb8-547c81475f92/ENCFF638WZY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF552UMU	tsv	tsv		transcript quantifications	GRCh38	ENCSR073XFZ	total RNA-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF663DRL/	31346657	ENCODE Processing Pipeline	ac8110baab484f8acf864d690dd1f0ca		https://www.encodeproject.org/files/ENCFF552UMU/@@download/ENCFF552UMU.tsv	V29			released	s3://encode-public/2021/07/21/2cd15cb1-8ee3-4737-bc28-be67edb281b0/ENCFF552UMU.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/2cd15cb1-8ee3-4737-bc28-be67edb281b0/ENCFF552UMU.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF292FVY	tsv	tsv		gene quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF814KVN/, /files/ENCFF285DRD/	11036296	ENCODE Processing Pipeline	c9fc931e4e57be2509e6b439104c6357		https://www.encodeproject.org/files/ENCFF292FVY/@@download/ENCFF292FVY.tsv	V29			released	s3://encode-public/2021/07/21/8c8e6857-06ba-44c5-b689-145f7b5b2ddd/ENCFF292FVY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/8c8e6857-06ba-44c5-b689-145f7b5b2ddd/ENCFF292FVY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF219EZH	tsv	tsv		gene quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF238OXM/	11034197	ENCODE Processing Pipeline	d22ee11456f7ecc9d5e7257b853a8348		https://www.encodeproject.org/files/ENCFF219EZH/@@download/ENCFF219EZH.tsv	V29			released	s3://encode-public/2021/07/21/8dc3bce6-917a-4a61-8cef-3ed46875115e/ENCFF219EZH.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/8dc3bce6-917a-4a61-8cef-3ed46875115e/ENCFF219EZH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF968MAK	tsv	tsv		transcript quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF026VXO/	28771902	ENCODE Processing Pipeline	d41960e2e60cb1c8b6df1cfce28f1542		https://www.encodeproject.org/files/ENCFF968MAK/@@download/ENCFF968MAK.tsv	V29			released	s3://encode-public/2021/07/21/f87db736-b79b-4b43-a03f-031a294bfa7e/ENCFF968MAK.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/f87db736-b79b-4b43-a03f-031a294bfa7e/ENCFF968MAK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF771NPR	tsv	tsv		transcript quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF471EAM/, /files/ENCFF109CFC/	28731705	ENCODE Processing Pipeline	1704c1ed357a698537d0f9e53c9b4c49		https://www.encodeproject.org/files/ENCFF771NPR/@@download/ENCFF771NPR.tsv	V29			released	s3://encode-public/2021/07/21/cef68885-74d3-4ffa-951f-55b1c200573a/ENCFF771NPR.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/cef68885-74d3-4ffa-951f-55b1c200573a/ENCFF771NPR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF120FFZ	tsv	tsv		transcript quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF814KVN/, /files/ENCFF285DRD/	31400919	ENCODE Processing Pipeline	11abf337ae15d3372531289ba1b49319		https://www.encodeproject.org/files/ENCFF120FFZ/@@download/ENCFF120FFZ.tsv	V29			released	s3://encode-public/2021/07/21/208a64c4-90df-4cff-9452-f2549e692120/ENCFF120FFZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/208a64c4-90df-4cff-9452-f2549e692120/ENCFF120FFZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF823WEI	tsv	tsv		transcript quantifications	GRCh38	ENCSR020YQE	total RNA-seq	/human-donors/ENCDO955XOD/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF238OXM/	31415647	ENCODE Processing Pipeline	c553006419c73d2a54cd3a196fa7db08		https://www.encodeproject.org/files/ENCFF823WEI/@@download/ENCFF823WEI.tsv	V29			released	s3://encode-public/2021/07/21/291b58c0-03c5-4a5f-a93e-2fd43dc8045c/ENCFF823WEI.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/291b58c0-03c5-4a5f-a93e-2fd43dc8045c/ENCFF823WEI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF095WBL	tsv	tsv		transcript quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF497ZYI/, /files/ENCFF285DRD/	31337663	ENCODE Processing Pipeline	05ed82d924a6c117b43e98cafdd2372f		https://www.encodeproject.org/files/ENCFF095WBL/@@download/ENCFF095WBL.tsv	V29			released	s3://encode-public/2021/07/21/192c3add-b4fd-4765-a080-de2126ef7930/ENCFF095WBL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/192c3add-b4fd-4765-a080-de2126ef7930/ENCFF095WBL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF517VQQ	tsv	tsv		transcript quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF016FZJ/, /files/ENCFF471EAM/	28793503	ENCODE Processing Pipeline	7bb4817c348211028f2cd0b8b5da08a0		https://www.encodeproject.org/files/ENCFF517VQQ/@@download/ENCFF517VQQ.tsv	V29			released	s3://encode-public/2021/07/21/78d79b28-72d2-41ba-bfef-7ba5896bebd9/ENCFF517VQQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/78d79b28-72d2-41ba-bfef-7ba5896bebd9/ENCFF517VQQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF564FCH	tsv	tsv		transcript quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF164TLS/	31343570	ENCODE Processing Pipeline	28450fb8acdc4ee76d0bec8ab80bde0c		https://www.encodeproject.org/files/ENCFF564FCH/@@download/ENCFF564FCH.tsv	V29			released	s3://encode-public/2021/07/21/1eeb7c30-2a4a-4122-ba9a-8da257a0365f/ENCFF564FCH.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/1eeb7c30-2a4a-4122-ba9a-8da257a0365f/ENCFF564FCH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF633VFS	tsv	tsv		gene quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				2	2_1							/files/ENCFF497ZYI/, /files/ENCFF285DRD/	11017503	ENCODE Processing Pipeline	358ffc9eee660e7f1695e75968487d6c		https://www.encodeproject.org/files/ENCFF633VFS/@@download/ENCFF633VFS.tsv	V29			released	s3://encode-public/2021/07/21/3224d17f-a9e0-44e9-add0-559f613bbe9d/ENCFF633VFS.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/3224d17f-a9e0-44e9-add0-559f613bbe9d/ENCFF633VFS.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF877GJA	tsv	tsv		gene quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF164TLS/	11023566	ENCODE Processing Pipeline	aca1ce0df033962cf98bd4c459ab5acf		https://www.encodeproject.org/files/ENCFF877GJA/@@download/ENCFF877GJA.tsv	V29			released	s3://encode-public/2021/07/21/d7ceb351-9f1b-4a04-a0c5-305a01d1466e/ENCFF877GJA.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/d7ceb351-9f1b-4a04-a0c5-305a01d1466e/ENCFF877GJA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF259VEM	tsv	tsv		transcript quantifications	GRCh38	ENCSR743GKS	total RNA-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-08-18	ENCODE				1	1_1							/files/ENCFF003YRI/, /files/ENCFF471EAM/	28806560	ENCODE Processing Pipeline	78f53da720a321798910ec5541ef5ee3		https://www.encodeproject.org/files/ENCFF259VEM/@@download/ENCFF259VEM.tsv	V29			released	s3://encode-public/2021/07/21/c077e0de-9d1a-401e-9398-2fab5f93c118/ENCFF259VEM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/c077e0de-9d1a-401e-9398-2fab5f93c118/ENCFF259VEM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF746VFT	tsv	tsv		transcript quantifications	GRCh38	ENCSR151NGC	total RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF619KJW/	31463637	ENCODE Processing Pipeline	9e0b782b0b095b32a9fefbff408e4b73		https://www.encodeproject.org/files/ENCFF746VFT/@@download/ENCFF746VFT.tsv	V29			released	s3://encode-public/2020/10/30/a287c0d9-7a02-4d1c-b130-a0fa1b7d2714/ENCFF746VFT.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/a287c0d9-7a02-4d1c-b130-a0fa1b7d2714/ENCFF746VFT.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF084FUG	tsv	tsv		gene quantifications	GRCh38	ENCSR151NGC	total RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF619KJW/	11052854	ENCODE Processing Pipeline	341990533c0584ddb0682452a1be10e0		https://www.encodeproject.org/files/ENCFF084FUG/@@download/ENCFF084FUG.tsv	V29			released	s3://encode-public/2020/10/30/f1500f62-ba2f-467e-a353-9d3f108c86e1/ENCFF084FUG.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/f1500f62-ba2f-467e-a353-9d3f108c86e1/ENCFF084FUG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF440VYP	tsv	tsv		transcript quantifications	GRCh38	ENCSR151NGC	total RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF662UOH/, /files/ENCFF667IFB/	28836176	ENCODE Processing Pipeline	8f5e3f6ff8581b7ff2f36d2dcf76a8e1		https://www.encodeproject.org/files/ENCFF440VYP/@@download/ENCFF440VYP.tsv	V29			released	s3://encode-public/2020/10/30/195815f8-866e-4532-8c9f-ff06a3b56fdb/ENCFF440VYP.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/195815f8-866e-4532-8c9f-ff06a3b56fdb/ENCFF440VYP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF486QZA	tsv	tsv		transcript quantifications	GRCh38	ENCSR648KDM	total RNA-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF484LWF/	31510497	ENCODE Processing Pipeline	4ba0559769bad99975fb165cb190c9f9		https://www.encodeproject.org/files/ENCFF486QZA/@@download/ENCFF486QZA.tsv	V29			released	s3://encode-public/2020/10/30/676f2f9c-afa1-43f0-bb2b-79f5f610bf6b/ENCFF486QZA.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/676f2f9c-afa1-43f0-bb2b-79f5f610bf6b/ENCFF486QZA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF175WPH	tsv	tsv		transcript quantifications	GRCh38	ENCSR648KDM	total RNA-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF928NYI/, /files/ENCFF716UHF/	28910211	ENCODE Processing Pipeline	b358222e2fcf18b8d5d2077e49594d95		https://www.encodeproject.org/files/ENCFF175WPH/@@download/ENCFF175WPH.tsv	V29			released	s3://encode-public/2020/10/30/b5047bbb-38e0-40aa-9681-4c999d612ef0/ENCFF175WPH.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/b5047bbb-38e0-40aa-9681-4c999d612ef0/ENCFF175WPH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF617JTM	tsv	tsv		gene quantifications	GRCh38	ENCSR648KDM	total RNA-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF484LWF/	11063149	ENCODE Processing Pipeline	f4cb511cf23a4533cea093fe600847ff		https://www.encodeproject.org/files/ENCFF617JTM/@@download/ENCFF617JTM.tsv	V29			released	s3://encode-public/2020/10/30/ae4ec0f6-6070-4977-93b8-befc070764b9/ENCFF617JTM.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/ae4ec0f6-6070-4977-93b8-befc070764b9/ENCFF617JTM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF123WAN	tsv	tsv		transcript quantifications	GRCh38	ENCSR797RXV	total RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF028ZTZ/, /files/ENCFF285DRD/	31528545	ENCODE Processing Pipeline	8de58601baecb50a7e0b73fd8b78bee2		https://www.encodeproject.org/files/ENCFF123WAN/@@download/ENCFF123WAN.tsv	V29			released	s3://encode-public/2020/11/03/ad34afc6-f984-425c-ac3b-edb2665be85b/ENCFF123WAN.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/ad34afc6-f984-425c-ac3b-edb2665be85b/ENCFF123WAN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF631TLB	tsv	tsv		transcript quantifications	GRCh38	ENCSR797RXV	total RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF095PBU/, /files/ENCFF764VXI/, /files/ENCFF471EAM/	28829373	ENCODE Processing Pipeline	032e71db81b0308d93f74379ee732856		https://www.encodeproject.org/files/ENCFF631TLB/@@download/ENCFF631TLB.tsv	V29			released	s3://encode-public/2020/11/03/48582010-efdb-48bd-9365-9d6fea573236/ENCFF631TLB.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/48582010-efdb-48bd-9365-9d6fea573236/ENCFF631TLB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF325KTI	tsv	tsv		gene quantifications	GRCh38	ENCSR797RXV	total RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF028ZTZ/, /files/ENCFF285DRD/	11066214	ENCODE Processing Pipeline	1d874828063bec7346e4788517dd6d7f		https://www.encodeproject.org/files/ENCFF325KTI/@@download/ENCFF325KTI.tsv	V29			released	s3://encode-public/2020/11/03/addca3ea-fe5c-4272-9379-bdecc963fe6a/ENCFF325KTI.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/addca3ea-fe5c-4272-9379-bdecc963fe6a/ENCFF325KTI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF435PHM	tsv	tsv		gene quantifications	GRCh38	ENCSR698RPL	total RNA-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF084YNQ/, /files/ENCFF285DRD/	11047299	ENCODE Processing Pipeline	e90bc62490ce08d3a4766f41702453f6		https://www.encodeproject.org/files/ENCFF435PHM/@@download/ENCFF435PHM.tsv	V29			released	s3://encode-public/2020/10/30/75428a58-c196-4960-9e9d-825958d61afc/ENCFF435PHM.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/75428a58-c196-4960-9e9d-825958d61afc/ENCFF435PHM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF147EDS	tsv	tsv		transcript quantifications	GRCh38	ENCSR698RPL	total RNA-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF084YNQ/, /files/ENCFF285DRD/	31430364	ENCODE Processing Pipeline	2c401810813ea0867d7af171fa07604a		https://www.encodeproject.org/files/ENCFF147EDS/@@download/ENCFF147EDS.tsv	V29			released	s3://encode-public/2020/10/30/d7a157b5-875a-4c22-945d-4c60e3dd039c/ENCFF147EDS.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/d7a157b5-875a-4c22-945d-4c60e3dd039c/ENCFF147EDS.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
